Creator,Creator ID,Media ID,Filename,URL,Size (KB)
"Atelier von Ehren","c5d5d79c-2f80-4925-8de0-e53fde6553b7","image-54eeb2bcdb4aeda0bde8e0f4c35710419d6abacc-1500x1016-jpg","26835_atelier-jan-kerkstra-marion-pannekoek-sieraad.jpg","https://cdn.sanity.io/images/b8bczekj/production/54eeb2bcdb4aeda0bde8e0f4c35710419d6abacc-1500x1016.jpg",56
"Atelier von Ehren","c5d5d79c-2f80-4925-8de0-e53fde6553b7","image-5533d452c8dcee6efc8132a8554e930601239ecb-1920x1300-jpg","61625_art-und-design-tegernsee_atelier-georg-hornemann_ring_spinne_2021.jpg","https://cdn.sanity.io/images/b8bczekj/production/5533d452c8dcee6efc8132a8554e930601239ecb-1920x1300.jpg",81
"Atelier von Ehren","c5d5d79c-2f80-4925-8de0-e53fde6553b7","image-5ad36f49ce2ac573c642b1d59b14a657f3e0d619-1920x1300-jpg","47697_atelier-maury-photo-berlin-2016.jpg","https://cdn.sanity.io/images/b8bczekj/production/5ad36f49ce2ac573c642b1d59b14a657f3e0d619-1920x1300.jpg",217
"Atelier von Ehren","c5d5d79c-2f80-4925-8de0-e53fde6553b7","image-5dea3a3f8fc2a3b3ec7014d7e80e4ef787422847-1920x1300-jpg","59961_ihm_im-rahmen-der_exempla_wird-waehrend-der-ihm-22-ein-komplettes-baumhaus-errichtet_copyright_baumbaron.jpg","https://cdn.sanity.io/images/b8bczekj/production/5dea3a3f8fc2a3b3ec7014d7e80e4ef787422847-1920x1300.jpg",673
"Atelier von Ehren","c5d5d79c-2f80-4925-8de0-e53fde6553b7","image-5fed6225f79e00eeaa16d38a6183509128cbf204-1920x1300-jpg","59456_staatspreise-bw_keramikkuenstlerin-gabi-ehrminger-in-ihrem-atelier_radolfzell.jpg","https://cdn.sanity.io/images/b8bczekj/production/5fed6225f79e00eeaa16d38a6183509128cbf204-1920x1300.jpg",416
"Atelier von Ehren","c5d5d79c-2f80-4925-8de0-e53fde6553b7","image-62811e289955750fbd852b1c50e6e4cf56c99b93-350x241-png","2529_schmuckatelier-galerie-und-goldschmiede-stephanie-dietrich-und-barbara-szramek.png","https://cdn.sanity.io/images/b8bczekj/production/62811e289955750fbd852b1c50e6e4cf56c99b93-350x241.png",99
"Atelier von Ehren","c5d5d79c-2f80-4925-8de0-e53fde6553b7","image-6b9e2846e8fb1c091277cace89f6fa2f3c4e01fd-1920x2220-jpg","52567_danner-preis_gisbert-stach_ehrenpreis_photo-eva-juenger.jpg","https://cdn.sanity.io/images/b8bczekj/production/6b9e2846e8fb1c091277cace89f6fa2f3c4e01fd-1920x2220.jpg",65
"Atelier von Ehren","c5d5d79c-2f80-4925-8de0-e53fde6553b7","image-6c1faefc100d3a92e1e2fc843e041beb7081faf5-1920x1300-jpg","20779_atelier-gilmar-comet-005-wiederhergestellt.jpg","https://cdn.sanity.io/images/b8bczekj/production/6c1faefc100d3a92e1e2fc843e041beb7081faf5-1920x1300.jpg",118
"Atelier von Ehren","c5d5d79c-2f80-4925-8de0-e53fde6553b7","image-6d123096749cdbd2f66d847e990328e01314ada8-1920x2220-jpg","55628_gisbert-stach_danner-ehrenpreis.jpg","https://cdn.sanity.io/images/b8bczekj/production/6d123096749cdbd2f66d847e990328e01314ada8-1920x2220.jpg",350
"Atelier von Ehren","c5d5d79c-2f80-4925-8de0-e53fde6553b7","image-7d232426f644564f0ee5e69927f7ac567270617e-1920x1300-jpg","57574_atelier-avanta_messe-126_art-aurea.jpg","https://cdn.sanity.io/images/b8bczekj/production/7d232426f644564f0ee5e69927f7ac567270617e-1920x1300.jpg",170
"Atelier von Ehren","c5d5d79c-2f80-4925-8de0-e53fde6553b7","image-8bc380586020d7276ca9f93be193c8fe9d3899ab-1920x1300-jpg","50789_gigi-mariani_artist_goldsmith_atelier-in-modena.jpg","https://cdn.sanity.io/images/b8bczekj/production/8bc380586020d7276ca9f93be193c8fe9d3899ab-1920x1300.jpg",491
"Atelier von Ehren","c5d5d79c-2f80-4925-8de0-e53fde6553b7","image-904af183c086904711d66a52716bb3e697839caf-1772x997-jpg","51145_martin-potsch_atelier-muenchen.jpg","https://cdn.sanity.io/images/b8bczekj/production/904af183c086904711d66a52716bb3e697839caf-1772x997.jpg",243
"Atelier von Ehren","c5d5d79c-2f80-4925-8de0-e53fde6553b7","image-9467f0a7bed4f79b47c9a261e7ce480ba90a7ce6-1920x1300-jpg","55634_barbara-schrobenhauser_danner-ehrenpreis.jpg","https://cdn.sanity.io/images/b8bczekj/production/9467f0a7bed4f79b47c9a261e7ce480ba90a7ce6-1920x1300.jpg",28
"Atelier von Ehren","c5d5d79c-2f80-4925-8de0-e53fde6553b7","image-9bafe934ed8f6916cf8794a7fa5d754a7d185165-1920x1300-jpg","50791_gigi-mariani_jewelry_atelier-in-modena_italy.jpg","https://cdn.sanity.io/images/b8bczekj/production/9bafe934ed8f6916cf8794a7fa5d754a7d185165-1920x1300.jpg",435
"Atelier von Ehren","c5d5d79c-2f80-4925-8de0-e53fde6553b7","image-9d180aa724f3afa92f175253f8ffe3ca5c33ffae-1404x1300-jpg","52860_sonngard-marcks_art-aurea_atelier.jpg","https://cdn.sanity.io/images/b8bczekj/production/9d180aa724f3afa92f175253f8ffe3ca5c33ffae-1404x1300.jpg",402
"Atelier von Ehren","c5d5d79c-2f80-4925-8de0-e53fde6553b7","image-9fd804249d51daacf4c75d8298899829b4447bc7-1920x1300-jpg","53653_barbara-jewellery_schmuckatelier-duesseldorf.jpg","https://cdn.sanity.io/images/b8bczekj/production/9fd804249d51daacf4c75d8298899829b4447bc7-1920x1300.jpg",120
"Atelier von Ehren","c5d5d79c-2f80-4925-8de0-e53fde6553b7","image-a77adbcb6a7a2f1b5d03075a2dcb3cb29abf28a2-1920x1300-jpg","52573_lapislazulikette_michael-becker_ehrenpreis_danner-wettbewerb-2017_photo-eva-juenger.jpg","https://cdn.sanity.io/images/b8bczekj/production/a77adbcb6a7a2f1b5d03075a2dcb3cb29abf28a2-1920x1300.jpg",49
"Atelier von Ehren","c5d5d79c-2f80-4925-8de0-e53fde6553b7","image-ab10eb7d735af1948798bb76dc458972ca35ba59-450x400-jpg","22547_atelier-gilmar-3.jpeg","https://cdn.sanity.io/images/b8bczekj/production/ab10eb7d735af1948798bb76dc458972ca35ba59-450x400.jpg",24
"Atelier von Ehren","c5d5d79c-2f80-4925-8de0-e53fde6553b7","image-ac1112c571c194ca7dc0a95e66f62f8e0be306ca-1920x2506-jpg","59943_stand_keramikatelier-hasenberg_keramikmarkt-siegburg-2018-2.jpg","https://cdn.sanity.io/images/b8bczekj/production/ac1112c571c194ca7dc0a95e66f62f8e0be306ca-1920x2506.jpg",1046
"Atelier von Ehren","c5d5d79c-2f80-4925-8de0-e53fde6553b7","image-acac034fbb4c9cb60765c4819ab0fb0675384300-1493x1493-jpg","Atelier-von-Ehren_DUOTONE-Vasetest.jpg","https://cdn.sanity.io/images/b8bczekj/production/acac034fbb4c9cb60765c4819ab0fb0675384300-1493x1493.jpg",290
"Atelier von Ehren","c5d5d79c-2f80-4925-8de0-e53fde6553b7","image-af2056360941de647f3d71dabdad3eac1196fcaa-1920x1300-jpg","48985_paul-de-vries_atelier.jpg","https://cdn.sanity.io/images/b8bczekj/production/af2056360941de647f3d71dabdad3eac1196fcaa-1920x1300.jpg",367
"Atelier von Ehren","c5d5d79c-2f80-4925-8de0-e53fde6553b7","image-b312a49a85ffbc7256b180f1303f0f9fe7c155f8-1920x1300-jpg","55636_christoph-leuner_danner-ehrenpreis.jpg","https://cdn.sanity.io/images/b8bczekj/production/b312a49a85ffbc7256b180f1303f0f9fe7c155f8-1920x1300.jpg",49
"Atelier von Ehren","c5d5d79c-2f80-4925-8de0-e53fde6553b7","image-b6d2f79009d98eabadb359f475b0593169d44ec5-1920x1300-jpg","52563_christoph-leuner_ehrenpreis_danner-wettbewerb-2017_photo-eva-juenger.jpg","https://cdn.sanity.io/images/b8bczekj/production/b6d2f79009d98eabadb359f475b0593169d44ec5-1920x1300.jpg",41
"Atelier von Ehren","c5d5d79c-2f80-4925-8de0-e53fde6553b7","image-b8e9c9d72a65876aca0dc857f2c953fb0e9c2ac3-1920x1300-jpg","50785_gigi-mariani_goldschmied_kuenstler_atelier-in-modena.jpg","https://cdn.sanity.io/images/b8bczekj/production/b8e9c9d72a65876aca0dc857f2c953fb0e9c2ac3-1920x1300.jpg",606
"Atelier von Ehren","c5d5d79c-2f80-4925-8de0-e53fde6553b7","image-bf1a3d64bd99c1db61c0310a8a2cff7e4214d10a-1920x1300-jpg","26875_francoise-van-den-bosch-in-ihrem-atelier-in-noordermarkt-amsterdam-1975.jpg","https://cdn.sanity.io/images/b8bczekj/production/bf1a3d64bd99c1db61c0310a8a2cff7e4214d10a-1920x1300.jpg",427
"Atelier von Ehren","c5d5d79c-2f80-4925-8de0-e53fde6553b7","image-c009e3930cf2a11760f002fe323451497f657666-1920x1300-jpg","52571_ehrenpreis-danner-stiftung_ilse-aigner_barbara-schrobenhauser_gert-bruckner_danner-stiftung_photo-eva-juenger.jpg","https://cdn.sanity.io/images/b8bczekj/production/c009e3930cf2a11760f002fe323451497f657666-1920x1300.jpg",95
"Atelier von Ehren","c5d5d79c-2f80-4925-8de0-e53fde6553b7","image-c0161126144eb7a15395856de58b6e52aae1048b-1920x1300-jpg","55037_atelier-lachaert-dhanis_galerie-zink_thinking-with-my-hands.jpg","https://cdn.sanity.io/images/b8bczekj/production/c0161126144eb7a15395856de58b6e52aae1048b-1920x1300.jpg",172
"Atelier von Ehren","c5d5d79c-2f80-4925-8de0-e53fde6553b7","image-c0186348c36e02782b5a050f8085fabc4ddd2a0e-350x241-jpg","2538_atelier-ulrike-ullmann.jpg","https://cdn.sanity.io/images/b8bczekj/production/c0186348c36e02782b5a050f8085fabc4ddd2a0e-350x241.jpg",20
"Atelier von Ehren","c5d5d79c-2f80-4925-8de0-e53fde6553b7","image-c393d9a5883c41edb754a642b3e5ae0c29785acb-1920x1300-jpg","25727_04-atelier-saettele.jpg","https://cdn.sanity.io/images/b8bczekj/production/c393d9a5883c41edb754a642b3e5ae0c29785acb-1920x1300.jpg",332
"Atelier von Ehren","c5d5d79c-2f80-4925-8de0-e53fde6553b7","image-c44ca8e0fc37f9ee68c885e40e69d601af65f6a6-1920x1300-jpg","25721_01-atelier-saettele-3.jpg","https://cdn.sanity.io/images/b8bczekj/production/c44ca8e0fc37f9ee68c885e40e69d601af65f6a6-1920x1300.jpg",568
"Atelier von Ehren","c5d5d79c-2f80-4925-8de0-e53fde6553b7","image-c53e338a66bed5972a6e4793a49aff47ef95de68-1920x1300-jpg","25723_02-atelier-saettele.jpg","https://cdn.sanity.io/images/b8bczekj/production/c53e338a66bed5972a6e4793a49aff47ef95de68-1920x1300.jpg",636
"Atelier von Ehren","c5d5d79c-2f80-4925-8de0-e53fde6553b7","image-c5707d3ad44542404c0ec1bc2dd03e66059988e8-1920x1300-jpg","52532_claudia-biehne_ateliergalerie-leipzig_porzellan.jpg","https://cdn.sanity.io/images/b8bczekj/production/c5707d3ad44542404c0ec1bc2dd03e66059988e8-1920x1300.jpg",92
"Atelier von Ehren","c5d5d79c-2f80-4925-8de0-e53fde6553b7","image-c62b319b6afaf703c14c09eab6629d0beae6d71c-1920x1300-jpg","52565_danner-preis_barbara-schrobenhauser_ehrenpreis_photo-eva-juenger.jpg","https://cdn.sanity.io/images/b8bczekj/production/c62b319b6afaf703c14c09eab6629d0beae6d71c-1920x1300.jpg",44
"Atelier von Ehren","c5d5d79c-2f80-4925-8de0-e53fde6553b7","image-c8e4755edd0277e5d4fdfe1b716268c953c948ee-1920x1300-jpg","60790_atelier-dorothee-wenz_keramikkunst.jpg","https://cdn.sanity.io/images/b8bczekj/production/c8e4755edd0277e5d4fdfe1b716268c953c948ee-1920x1300.jpg",150
"Atelier von Ehren","c5d5d79c-2f80-4925-8de0-e53fde6553b7","image-cbe8619077018b9deef1a66ced511dacc0bc2224-1920x2220-jpg","54225_potentiale-feldkirch_lichtobjekt_trestle-dazzle-wall_rem-atelier.jpg","https://cdn.sanity.io/images/b8bczekj/production/cbe8619077018b9deef1a66ced511dacc0bc2224-1920x2220.jpg",208
"Atelier von Ehren","c5d5d79c-2f80-4925-8de0-e53fde6553b7","image-d673e1b4f6fb22bde0d1c6d29e99fccaa9aae2d6-350x210-png","2472_schmuck_atelier_meinck.png","https://cdn.sanity.io/images/b8bczekj/production/d673e1b4f6fb22bde0d1c6d29e99fccaa9aae2d6-350x210.png",85
"Atelier von Ehren","c5d5d79c-2f80-4925-8de0-e53fde6553b7","image-da254daddf8972adbdf5893e74e2bb3b5e5e1b01-1920x1300-jpg","25801_atelier-saettele2.jpg","https://cdn.sanity.io/images/b8bczekj/production/da254daddf8972adbdf5893e74e2bb3b5e5e1b01-1920x1300.jpg",633
"Atelier von Ehren","c5d5d79c-2f80-4925-8de0-e53fde6553b7","image-dc6d37a1a239371a8f0d310d16eba674b8e68b68-1920x1300-jpg","45963_bernard-willhelm-glas-atelier-de-oude-horn.jpg","https://cdn.sanity.io/images/b8bczekj/production/dc6d37a1a239371a8f0d310d16eba674b8e68b68-1920x1300.jpg",655
"Atelier von Ehren","c5d5d79c-2f80-4925-8de0-e53fde6553b7","image-dc88cc40090944119a05bef28b998d9aad9e00ba-1920x1300-jpg","25799_atelier-saettele.jpg","https://cdn.sanity.io/images/b8bczekj/production/dc88cc40090944119a05bef28b998d9aad9e00ba-1920x1300.jpg",600
"Atelier von Ehren","c5d5d79c-2f80-4925-8de0-e53fde6553b7","image-dfc0710b649ffb7448bc86c37edd44f5dff186b1-1920x1300-jpg","27460_atelier-von-heilig-dombrowski-maltz.jpg","https://cdn.sanity.io/images/b8bczekj/production/dfc0710b649ffb7448bc86c37edd44f5dff186b1-1920x1300.jpg",405
"Atelier von Ehren","c5d5d79c-2f80-4925-8de0-e53fde6553b7","image-e6de0c1d7465a746fe5abc2bdebed14ad80c5d3d-1917x1300-jpg","47990_eunique-2016-atelier-frank-ohrringe_1300876.jpg","https://cdn.sanity.io/images/b8bczekj/production/e6de0c1d7465a746fe5abc2bdebed14ad80c5d3d-1917x1300.jpg",166
"Atelier von Ehren","c5d5d79c-2f80-4925-8de0-e53fde6553b7","image-e9682042e0e59685771872e63c4ccf4136bc1588-2788x2076-jpg","58920_jacotte-et-roger-capron-dans-leur-atelier-20-05-cjack-boland-2.jpg","https://cdn.sanity.io/images/b8bczekj/production/e9682042e0e59685771872e63c4ccf4136bc1588-2788x2076.jpg",491
"Atelier von Ehren","c5d5d79c-2f80-4925-8de0-e53fde6553b7","image-ea31a12540e72558c2d5010ada003fd0867a027b-1920x1300-jpg","53100_sonngard-marcks_atelier.jpg","https://cdn.sanity.io/images/b8bczekj/production/ea31a12540e72558c2d5010ada003fd0867a027b-1920x1300.jpg",99
"Atelier von Ehren","c5d5d79c-2f80-4925-8de0-e53fde6553b7","image-ec23e270cf92c7c4cc9b1f4926575ed800c2a38e-225x225-jpg","22730_atelierdart.jpg","https://cdn.sanity.io/images/b8bczekj/production/ec23e270cf92c7c4cc9b1f4926575ed800c2a38e-225x225.jpg",12
"Atelier von Ehren","c5d5d79c-2f80-4925-8de0-e53fde6553b7","image-f06bd5411ec6a0ae5dfaab47bfd307528f095a1f-3888x2592-jpg","22251_atelierbindernagel_halsreif-streifen-breit_925er-silber.jpg","https://cdn.sanity.io/images/b8bczekj/production/f06bd5411ec6a0ae5dfaab47bfd307528f095a1f-3888x2592.jpg",1649
"Atelier von Ehren","c5d5d79c-2f80-4925-8de0-e53fde6553b7","image-fe29bc18aef5a4babc138d90c5257b929fca33bd-1920x1300-jpg","52241_w-jo-brunner_atelier.jpg","https://cdn.sanity.io/images/b8bczekj/production/fe29bc18aef5a4babc138d90c5257b929fca33bd-1920x1300.jpg",228
"Atelier von Ehren","c5d5d79c-2f80-4925-8de0-e53fde6553b7","image-ff04e75a5eeecd38bfb165b27359e61642d1a20a-1920x1300-jpg","55736_barbara-schrobenhauser_danner-ehrenpreis_.jpg","https://cdn.sanity.io/images/b8bczekj/production/ff04e75a5eeecd38bfb165b27359e61642d1a20a-1920x1300.jpg",100
"Ute Kathrin Beck","hEWOpVV05Nk2Wkv6vItmQF","image-01e2c70f34c3aa38f7fb3d68597bdcc97202dd26-1920x1920-jpg","60085_deutsches-goldschmiedehaus-hanau_ausstellung_friedrich_becker_098_foto_michael_berger.jpg","https://cdn.sanity.io/images/b8bczekj/production/01e2c70f34c3aa38f7fb3d68597bdcc97202dd26-1920x1920.jpg",196
"Ute Kathrin Beck","hEWOpVV05Nk2Wkv6vItmQF","image-05379bb32acf9ff452f9a68a31bdf182855087ed-1920x1300-jpg","57242_friedrich-becker-preis-2020_gewinner_junwon-jung_art-aurea.jpg","https://cdn.sanity.io/images/b8bczekj/production/05379bb32acf9ff452f9a68a31bdf182855087ed-1920x1300.jpg",91
"Ute Kathrin Beck","hEWOpVV05Nk2Wkv6vItmQF","image-0839e7c8a409a553f82e9f891e7b4dc797b33ba6-1920x1280-jpg","50459_mcbw_forum_bayern_design_foto_olaf_becker_07.jpg","https://cdn.sanity.io/images/b8bczekj/production/0839e7c8a409a553f82e9f891e7b4dc797b33ba6-1920x1280.jpg",700
"Ute Kathrin Beck","hEWOpVV05Nk2Wkv6vItmQF","image-0967b78f31b8c7f4bcd2e4e86a8416aaf8e51bea-768x520-jpg","3317_friedrich-becker-kinetic-ring.jpg","https://cdn.sanity.io/images/b8bczekj/production/0967b78f31b8c7f4bcd2e4e86a8416aaf8e51bea-768x520.jpg",18
"Ute Kathrin Beck","hEWOpVV05Nk2Wkv6vItmQF","image-0a1c548a64da0f629237d8f5cbc36d7fc3e71bbf-1920x2506-jpg","61165_friedrich-becker-preis-2023_jiro-kamata.jpg","https://cdn.sanity.io/images/b8bczekj/production/0a1c548a64da0f629237d8f5cbc36d7fc3e71bbf-1920x2506.jpg",266
"Ute Kathrin Beck","hEWOpVV05Nk2Wkv6vItmQF","image-0cc65b015e998aca6beb8f39c2594958a9418aff-749x749-jpg","3311_becker_portrait.jpg","https://cdn.sanity.io/images/b8bczekj/production/0cc65b015e998aca6beb8f39c2594958a9418aff-749x749.jpg",145
"Ute Kathrin Beck","hEWOpVV05Nk2Wkv6vItmQF","image-0f8931732ab3ad2544ecf49d0deb9b442a7c9f9c-1920x1300-jpg","62622_mkg-messe_beckh_veronika_glas.jpg","https://cdn.sanity.io/images/b8bczekj/production/0f8931732ab3ad2544ecf49d0deb9b442a7c9f9c-1920x1300.jpg",28
"Ute Kathrin Beck","hEWOpVV05Nk2Wkv6vItmQF","image-118b8febe83476a2f81a640c5b28c0b7ccb0b69e-1920x1300-jpg","54646_kathrin-saettele_ansteckschmuck-freiraum_jewelry.jpg","https://cdn.sanity.io/images/b8bczekj/production/118b8febe83476a2f81a640c5b28c0b7ccb0b69e-1920x1300.jpg",224
"Ute Kathrin Beck","hEWOpVV05Nk2Wkv6vItmQF","image-138acbfc1e99822ced0e10c67a9b5e29d78a6be6-1300x1920-jpg","49302_friedrich-becker-preis-2017-sam-tho-duong-lemitca-vb2_2.jpg","https://cdn.sanity.io/images/b8bczekj/production/138acbfc1e99822ced0e10c67a9b5e29d78a6be6-1300x1920.jpg",144
"Ute Kathrin Beck","hEWOpVV05Nk2Wkv6vItmQF","image-13c603f8ca961490cf01e189940334538c244d6b-1920x1300-jpg","62380_ute-kathrin-beck_grassi-museum-leipzig-_art-aurea.jpg","https://cdn.sanity.io/images/b8bczekj/production/13c603f8ca961490cf01e189940334538c244d6b-1920x1300.jpg",307
"Ute Kathrin Beck","hEWOpVV05Nk2Wkv6vItmQF","image-1565ce0f6c0c8b56ddc109e64fe64b7a1b3121a9-1300x1920-jpg","23344_hayleybeckley01_mkuenzli.jpg","https://cdn.sanity.io/images/b8bczekj/production/1565ce0f6c0c8b56ddc109e64fe64b7a1b3121a9-1300x1920.jpg",338
"Ute Kathrin Beck","hEWOpVV05Nk2Wkv6vItmQF","image-16aba43931001e32f0210cb7fd0587cbfe60a720-1920x1300-jpg","61283_veronika-beckh_eva-maisch_im-hofstall_slider.jpg","https://cdn.sanity.io/images/b8bczekj/production/16aba43931001e32f0210cb7fd0587cbfe60a720-1920x1300.jpg",210
"Ute Kathrin Beck","hEWOpVV05Nk2Wkv6vItmQF","image-17772b9a108cff52e2ca64ec9f324aeb50b6dabe-1920x1300-jpg","55131_ulrike-becker_staatspreise-nrw.jpg","https://cdn.sanity.io/images/b8bczekj/production/17772b9a108cff52e2ca64ec9f324aeb50b6dabe-1920x1300.jpg",1129
"Ute Kathrin Beck","hEWOpVV05Nk2Wkv6vItmQF","image-1a14025e42fdb9127e794e9458caeaa486afd660-1920x1300-jpg","51252_ute-beck_gittervasen_paar_2016_porzellan-auf-metall_38x17cm_30x16-cm.jpg","https://cdn.sanity.io/images/b8bczekj/production/1a14025e42fdb9127e794e9458caeaa486afd660-1920x1300.jpg",312
"Ute Kathrin Beck","hEWOpVV05Nk2Wkv6vItmQF","image-1c9b27be080b887d5cd053762dd025f1ee6fbc4b-1920x1920-jpg","54145_galerie-handwerk_kerstin-becker_wasserkaraffe-und-becher.jpg","https://cdn.sanity.io/images/b8bczekj/production/1c9b27be080b887d5cd053762dd025f1ee6fbc4b-1920x1920.jpg",47
"Ute Kathrin Beck","hEWOpVV05Nk2Wkv6vItmQF","image-22f1c4a53fb39702dce4cc197ad0b20d2a51d331-1580x1905-jpg","52382_claudia-schoemig_german-design-award_silhouet_foto_kathrin_koschitzki.jpg","https://cdn.sanity.io/images/b8bczekj/production/22f1c4a53fb39702dce4cc197ad0b20d2a51d331-1580x1905.jpg",184
"Ute Kathrin Beck","hEWOpVV05Nk2Wkv6vItmQF","image-23c0c2257fb7e2284f7081e225b0098fd1d9ab4c-1920x1300-jpg","54648_kathrin-saettele_ansteckschmuck-freiraum-2.jpg","https://cdn.sanity.io/images/b8bczekj/production/23c0c2257fb7e2284f7081e225b0098fd1d9ab4c-1920x1300.jpg",383
"Ute Kathrin Beck","hEWOpVV05Nk2Wkv6vItmQF","image-2a9cf5d3d9947e008872bdd38e91ab2686bb26fb-1920x1920-jpg","61179_friedrich-becker-preis-2023_veronika-fabian.jpg","https://cdn.sanity.io/images/b8bczekj/production/2a9cf5d3d9947e008872bdd38e91ab2686bb26fb-1920x1920.jpg",346
"Ute Kathrin Beck","hEWOpVV05Nk2Wkv6vItmQF","image-31d1a85053ab9b99147e1bd5571cba01769e9afc-1920x1920-jpg","60083_deutsches-goldschmiedehaus-hanau_ausstellung_friedrich_becker_brosche_020.jpg","https://cdn.sanity.io/images/b8bczekj/production/31d1a85053ab9b99147e1bd5571cba01769e9afc-1920x1920.jpg",389
"Ute Kathrin Beck","hEWOpVV05Nk2Wkv6vItmQF","image-321645efcbb71b1293045376bcedca6ed7f0ee57-1920x1300-jpg","51244_ute-beck_gittergefaess-2017_porzellan-auf-metall_21x16x10-cm.jpg","https://cdn.sanity.io/images/b8bczekj/production/321645efcbb71b1293045376bcedca6ed7f0ee57-1920x1300.jpg",270
